13
11 20
939 371 77
543 1652 24
825 1470 79
36 126 9
156 1036 14
99 357 68
981 1407 71
897 56 20
1173 910 40
624 217 32
1035 70 60
1812 1652 14
1599 420 69
1314 322 68
1503 1204 79
1191 399 73
1638 1225 12
1197 1057 8
1722 1330 65
582 1344 65
405 651 33
1497 1029 80
489 182 53
1113 1491 23
270 560 74
1413 21 34
1446 1211 59
657 735 10
1086 1757 78
1440 763 33
1179 266 60
867 1407 34
1599 917 26
363 63 33
819 847 49
963 91 18
1722 196 22
48 994 80
1158 427 2
309 1743 31
177 861 30
1344 1638 73
1605 1141 76
1062 1358 21
147 966 53
381 868 36
1395 1645 4
1776 567 54
1323 287 14
54 833 77
471 28 79
243 112 53
846 931 16
1089 119 61
720 1771 11
1089 42 26
405 581 54
936 826 19
1020 728 6
444 1659 13
39 462 52
1743 756 22
663 21 78
615 1519 9
1710 350 62
1320 1183 15
1497 1757 53
1551 56 55
75 14 21
1251 1225 22
750 1148 51
120 616 19
480 1008 45
618 1267 8
852 1099 2
429 616 51
1539 308 50
681 1253 48
375 1330 6
1665 133 1
1143 1134 10
666 1631 50
1059 336 6
1701 637 44
1773 1456 67
522 1113 23
1008 525 49
264 518 36
552 133 33
1392 1806 46
1062 119 7
1011 882 22
450 1638 46
810 1260 51
1767 28 36
225 1134 5
1707 70 51
78 651 69
888 1785 18
1707 1435 24
1461 567 72
666 1456 77
1344 1554 80
513 826 69
1026 217 1
1479 700 75
189 1099 52
384 609 49
1131 1309 43
231 357 77
1413 1295 7
1290 1617 47
912 1435 4
1419 1526 14
108 1421 55
942 1344 57
1551 875 27
882 1050 57
1242 623 40
768 1498 17
1 1484 13
765 469 2
1143 1750 61
684 266 40
807 630 40
690 665 38
819 966 49
684 1519 4
1653 896 48
1797 973 20
882 70 31
1290 1078 15
165 112 46
189 1057 31
558 1008 75
1572 504 34
828 210 72
840 1092 28
276 1449 4
762 602 72
501 161 44
396 1512 19
339 1477 5
1515 1358 41
558 882 65
1752 1806 44
1224 567 2
1449 133 73
537 301 75
366 1442 82
804 1246 75
153 861 40
1569 1778 62
54 1806 35
273 1008 54
1632 329 65
1164 1183 57
486 581 54
843 630 51
465 763 38
471 1218 27
1302 196 7
1806 1176 78
717 1183 16
789 1631 55
996 630 49
450 602 58
1206 301 18
207 546 42
87 98 33
153 1771 19
777 1554 56
477 420 82
1053 546 68
1227 539 53
1605 1456 5
270 49 56
1056 931 30
777 266 51
588 273 75
549 1120 29
240 364 17
1350 1169 27
486 637 81
207 77 25
60 273 2
1470 119 11
1308 231 79
576 1568 34
24 770 82
1761 1414 31
1509 1736 8
573 938 61
957 1043 46
1644 259 36
315 1813 39
1263 203 67
1803 364 70
1362 1001 61
1602 1561 78
570 1407 56
261 700 31
1143 1 9
834 245 77
1185 581 24
534 1393 16
996 1764 3
681 1267 35
1161 1386 19
777 791 17
825 1344 82
99 1267 35
684 1701 23
900 1519 48
906 1505 57
273 1722 74
258 973 9
384 1442 16
1710 1666 9
1581 1680 60
474 308 71
1284 994 21
1203 329 82
162 63 32
1302 966 63
525 1708 70
471 1771 52
879 1715 32
258 1330 26
1416 1197 44
1065 1771 19
561 1512 67
594 567 69
762 966 16
207 889 46
1233 672 38
984 1022 39
1533 462 64
1686 1421 5
978 623 48
1584 441 2
912 1603 7
1761 700 19
894 266 18
483 420 13
1005 1106 58
921 462 52
1089 7 44
699 329 42
33 1330 27
444 434 38
414 196 33
96 1442 13
426 1617 73
903 1288 66
1086 21 18
1452 1680 22
531 1645 2
588 924 51
654 917 71
1752 1001 34
219 1302 18
606 770 78
162 427 55
1191 1351 43
984 1547 13
966 455 80
252 1218 37
183 714 82
351 1638 64
495 854 25
111 1512 28
1392 1533 75
111 1603 73
1206 609 43
951 1617 37
861 616 10
1515 1820 67
1761 672 57
507 1666 55
621 567 55
615 1666 3
408 91 6
1353 483 17
717 749 15
375 1561 2
111 1407 70
93 1456 1
165 595 80
1110 1477 65
36 203 34
858 994 2
753 1106 30
1146 1785 53
1497 1729 14
117 357 58
735 1218 46
1758 343 24
174 1680 77
588 749 13
1362 1547 17
732 1715 3
1230 280 69
693 1498 82
654 133 56
672 1806 22
1275 91 28
1266 1645 67
291 1743 9
1077 1232 1
1266 616 35
1395 126 76
819 70 10
741 462 62
507 1176 35
1722 259 62
123 1708 44
933 1141 39
456 378 40
1398 294 71
1413 609 80
225 805 73
525 623 82
438 497 57
789 1764 54
1299 364 11
351 1169 30
423 1806 69
705 98 70
492 217 42
330 252 26
795 1099 69
342 1547 40
69 1722 32
1560 1316 69
84 1715 22
555 1638 68
408 182 13
636 1743 72
1389 1610 67
828 525 79
1743 189 4
1083 770 80
879 903 48
1761 728 28
33 1253 5
486 756 23
966 567 31
1113 1414 70
210 1302 63
1659 875 78
174 1659 13
957 1757 35
696 252 2
759 448 49
1521 581 10
897 511 78
903 385 40
1212 231 13
1170 56 22
1338 1407 3
702 203 18
1503 1085 9
1149 1316 39
609 1638 36
459 665 56
1239 798 36
981 1134 37
1347 168 70
1797 392 41
666 147 9
1251 1456 34
450 980 56
1575 518 28
1584 1113 59
1380 1092 26
1155 196 56
1422 1813 3
972 672 22
1164 98 24
1362 364 20
1164 1330 63
1149 1057 79
1590 1225 82
933 924 10
474 1610 37
324 168 16
972 1204 73
942 371 33
510 1344 19
972 1407 12
465 868 74
111 1106 54
1227 763 31
165 1099 61
288 553 6
804 1190 15
1302 1568 70
1383 203 32
252 882 68
597 1813 10
915 1204 40
1563 1246 44
486 1036 35
144 91 60
255 1190 55
615 567 40
933 1484 8
903 1225 24
525 147 77
1311 861 44
828 1519 57
198 1393 33
552 98 80
1284 28 21
903 644 12
939 1288 81
1158 406 2
1416 364 56
855 1253 69
1530 1589 5
1395 1491 67
876 434 15
117 329 50
1629 56 38
1092 1288 71
1659 455 15
162 686 33
750 1603 41
306 364 33
6 126 39
1254 903 1
420 952 11
465 532 70
270 1722 41
1170 1680 6
90 308 11
930 959 12
1464 413 64
1218 560 70
813 770 4
453 1365 20
480 1659 26
102 1036 78
621 1050 77
1512 910 48
198 665 3
477 651 28
642 161 11
69 644 14
438 980 17
387 483 29
1221 959 6
1740 903 1
495 1736 55
1779 105 23
414 560 55
333 777 65
909 434 20
1659 1652 52
39 462 55
1575 1687 26
522 1309 67
555 1470 56
1116 931 34
1800 1400 67
1536 1708 76
237 1547 42
249 1736 70
1 1225 50
1386 1267 57
693 133 13
465 231 63
273 1596 28
1035 1036 61
87 679 28
507 1421 46
303 1 81
912 322 4
1134 28 12
207 21 16
474 259 66
1116 658 23
891 147 10
1422 1680 81
981 259 17
528 1491 41
420 1344 23
1593 735 28
1086 644 2
987 1225 74
1716 1036 73
1122 1687 38
786 7 56
207 1540 37
1404 308 15
1269 861 9
111 1701 41
372 1211 75
717 1379 65
1176 1267 39
600 119 15
870 427 57
207 1680 70
1677 1078 80
1257 616 70
1083 1428 8
480 105 51
918 973 39
1494 1078 60
204 756 79
711 77 55
1695 917 60
1317 1813 62
1518 1225 47
33 1820 60
1644 805 5
1134 21 57
399 140 35
855 1204 22
1743 931 30
1548 1498 6
1518 1764 64
243 567 25
651 1729 26
1014 560 27
1119 245 50
645 469 31
1554 1533 47
969 1169 64
939 420 22
54 938 81
1233 1092 53
945 819 4
381 196 75
1191 1330 36
1134 546 71
633 1071 26
999 693 23
447 686 24
915 203 43
1818 91 81
1608 819 14
1218 770 80
207 1498 15
372 1799 77
507 1617 69
1149 1071 5
1650 1792 52
1092 196 40
69 70 43
1791 826 58
354 1547 5
381 1463 50
1137 903 56
1569 1064 81
627 1547 24
768 1638 44
1005 1183 42
1080 889 37
165 1526 26
804 532 74
588 70 9
1509 1505 1
1158 1393 31
165 1820 65
495 623 69
393 1533 13
1455 581 8
1680 1078 42
318 504 8
153 1057 39
741 721 39
588 1162 46
1122 112 12
237 1596 8
390 896 9
1713 1316 54
894 1722 82
1650 231 27
1752 994 59
1518 217 65
1686 1561 10
819 1176 54
1686 812 28
720 1533 40
705 1715 6
501 1603 64
1155 714 61
1137 1533 1
801 1407 53
1758 1561 50
405 280 43
1713 1736 76
105 189 75
783 812 26
498 1617 16
1134 28 22
219 1638 63
771 1631 5
1527 532 82
1614 1218 43
33 868 34
1587 105 67
642 903 27
6 406 76
201 378 7
540 42 69
1374 882 9
465 896 66
186 1351 45
1302 1351 12
792 903 33
1677 1316 55
1218 1575 42
45 1127 44
1080 7 8
405 217 10
1731 1715 33
1644 518 69
1533 1071 23
618 581 36
552 693 81
129 350 41
1800 721 9
1794 1813 60
1350 1400 43
882 133 12
366 1820 47
126 595 20
1557 700 60
1176 1008 26
159 994 28
1152 1197 66
576 651 81
195 1526 52
411 553 43
1008 504 67
603 889 13
1428 224 44
1491 1470 11
1500 196 56
1089 1456 61
1254 455 43
75 798 7
1734 833 40
75 518 49
1284 49 67
474 1470 53
99 483 5
978 1197 15
891 140 73
1032 1442 31
96 1092 9
30 21 18
615 98 36
912 938 82
1791 448 81
672 1575 34
96 1610 70
684 721 41
1638 168 16
1392 56 77
657 609 61
651 371 29
579 1764 9
1776 350 2
261 133 25
1686 182 63
1599 413 14
1749 1666 54
1233 1036 34
777 245 10
123 329 24
756 315 9
1017 350 44
837 1029 6
558 609 34
795 700 56
714 1 55
1641 1694 15
900 1659 14
234 182 18
1014 1582 72
768 707 77
1371 1526 47
177 903 64
174 1477 42
1488 679 18
1617 756 42
1359 791 23
1176 616 4
243 875 5
1167 847 41
417 1330 56
801 1442 36
1317 770 21
408 7 70
543 1169 78
1542 1008 41
1407 70 39
1746 504 22
1152 1652 40
1359 1106 22
192 1785 63
45 952 13
537 406 24
483 896 11
1296 1351 67
807 987 56
987 1330 66
426 1540 49
1029 679 69
675 609 13
1728 1064 30
687 1470 67
240 210 46
705 1141 71
1044 1708 18
234 777 30
1038 1155 52
1179 1176 37
423 245 5
93 1113 34
489 1694 74
840 287 72
1275 959 39
1551 1337 20
777 1456 62
1530 476 78
447 1617 71
906 371 11
1293 1589 25
1653 553 3
723 707 13
708 301 74
531 280 29
1509 1498 36
1134 1477 55
690 1260 79
1470 546 44
1191 1141 30
624 182 38
144 637 9
1404 875 28
171 266 67
837 721 29
306 518 34
1131 126 17
1566 805 73
390 1792 59
1107 700 17
1224 1603 23
1395 1120 41
1284 1729 13
1701 1057 74
588 532 79
1284 1386 63
222 1610 43
540 1295 19
948 588 1
174 427 54
1653 1176 25
1083 623 36
294 1505 43
21 1512 14
1524 1722 63
237 49 48
1110 784 21
1098 1792 59
81 413 79
1320 644 78
1779 1106 45
363 1225 42
186 175 19
1659 630 79
1800 1127 17
513 1127 63
1086 1820 64
1707 175 1
426 854 16
159 378 72
1182 252 38
312 1183 13
756 1666 29
1629 14 33
849 630 5
420 553 23
726 1729 48
3 910 36
1566 1456 74
300 553 4
1443 1561 34
342 133 75
1512 1246 65
129 595 22
312 1617 1
696 679 41
1650 1610 64
951 427 79
1698 224 56
678 42 34
186 1491 71
1284 1015 28
1173 462 31
1353 1155 82
117 581 65
1509 525 37
981 511 62
846 406 43
960 693 80
375 112 30
1332 1435 53
1089 896 18
1797 154 73
558 14 53
462 1470 49
813 133 43
504 406 13
804 553 4
870 1743 51
1074 532 63
1224 1610 50
420 1085 7
30 126 43
123 1106 64
1677 1197 46
666 420 6
1482 1428 74
1794 21 45
423 889 75
1680 1407 14
543 42 36
474 525 20
705 1050 38
1026 1155 71
873 1799 48
783 1260 12
1413 336 24
846 1 33
1818 1211 41
1134 812 16
1611 1288 9
441 1358 24
1401 511 10
741 539 9
1194 49 5
936 1757 3
621 1155 9
612 1267 57
264 826 79
672 742 7
1773 77 27
1503 1274 63
555 133 57
1113 77 39
735 1239 57
339 1554 54
780 56 79
1218 574 9
792 1603 32
945 875 76
1506 1190 63
1494 798 19
1443 119 41
558 1617 38
438 441 3
1221 980 12
396 980 23
1185 1456 23
759 210 12
624 455 10
1329 1554 57
126 763 2
993 644 23
1701 1722 5
369 1036 24
393 1162 41
1491 847 55
393 945 50
1242 1708 51
138 1771 68
792 1365 54
1494 1652 37
1758 1190 53
1509 1736 31
219 1029 14
225 910 57
1170 1099 42
702 707 1
1755 735 40
114 532 43
387 462 9
99 1288 17
597 1526 7
1518 1806 80
132 931 42
1629 455 18
1086 938 49
1290 77 33
1338 441 1
1188 1015 9
771 637 72
252 931 19
63 350 73
942 1526 15
963 574 77
1446 1813 28
627 1358 11
603 1330 57
1542 1204 77
1758 1505 8
327 525 54
558 427 23
1749 1008 2
834 1708 58
744 14 68
591 1281 48
1428 203 34
1515 133 45
1698 476 76
93 1029 29
492 322 11
102 112 64
75 420 66
1824 1785 27
1062 1155 55
183 1386 34
105 21 81
1389 875 47
903 1281 14
1419 1141 58
510 1449 75
144 1274 53
1389 14 30
1194 1183 28
702 469 23
684 1498 69
1479 987 54
1530 224 7
459 28 41
810 1218 54
33 42 9
408 581 54
1044 896 58
588 1267 29
1041 1568 72
54 616 30
1467 42 46
636 504 68
642 1764 51
1278 1694 30
1308 133 13
1290 910 63
1014 1568 49
1614 217 9
1272 273 16
1428 798 19
705 539 70
1011 910 33
1509 770 1
717 1820 5
1677 1428 65
729 1512 13
1608 1820 13
1812 1673 28
1662 1092 11
882 1442 67
561 1197 48
1119 1274 24
1215 1757 18
918 1785 73
612 1134 9
306 1435 16
1533 1792 16
891 1274 78
1578 1512 47
426 357 2
1644 497 42
648 1428 72
375 574 15
939 1610 50
117 1456 16
1383 1316 14
1269 882 79
378 1372 68
1215 1638 3
600 7 18
741 847 13
216 847 36
903 98 82
735 1358 29
183 1197 45
1149 203 51
306 1064 80
639 28 58
1626 1687 42
51 1267 34
558 518 45
1584 420 78
294 1456 33
825 1680 16
1320 1477 8
105 1015 57
747 483 42
729 476 5
144 1610 52
495 1484 45
1671 679 21
264 721 67
918 1085 35
216 378 32
1389 77 20
105 889 41
246 245 10
1773 700 36
1710 959 81
1803 1386 37
1551 336 22
228 161 36
657 42 69
834 728 80
1713 567 65
558 7 73
1791 329 28
1341 1218 21
198 756 3
354 1687 71
258 952 68
435 1519 72
1677 1148 51
285 959 25
759 1176 75
1557 861 80
1131 1687 6
1116 882 14
1794 1631 25
594 1162 39
1098 1533 49
1302 672 29
1710 1582 38
288 637 69
909 455 47
1587 315 28
1287 154 32
879 1127 34
339 1239 27
408 581 79
1623 210 82
1254 315 63
1683 196 9
423 1050 1
1812 1372 42
495 1736 49
120 1169 30
951 1288 81
912 1491 13
1182 1155 56
1314 1687 8
1671 847 36
591 1260 11
126 1652 33
612 672 12
930 1568 45
864 1799 63
246 28 32
1782 651 78
684 1400 40
1770 1050 9
804 546 34
603 63 63
1554 1561 43
795 1631 10
870 1666 71
273 364 51
1047 84 4
78 805 20
1662 1043 3
684 1638 68
1353 1449 52
171 1407 61
1575 1386 30
711 1652 22
1695 1085 29
1701 1603 37
1494 1659 48
306 917 34
1566 1624 6
504 966 34
1527 329 26
1713 1715 34
270 861 59
483 1785 80
75 77 62
1626 1638 29
1206 1183 26
1074 294 27
1758 1344 64
1 231 54
1212 406 66
1686 1596 26
54 203 46
1518 1337 12
1590 931 32
1323 42 66
1461 644 45
702 1260 77
1611 1442 74
204 1057 31
1386 1547 55
1 350 71
441 182 19
375 42 13
564 287 59
1551 252 60
1224 1204 48
1491 1722 9
1032 1120 32
1170 966 46
747 1568 23
900 1547 11
1677 1666 65
486 35 65
1110 1337 13
699 777 62
1086 35 61
825 399 23
1104 105 26
525 406 52
228 924 52
852 1148 19
1536 1127 5
552 196 44
678 1057 9
1773 693 69
354 1736 67
750 1358 79
1656 119 25
261 77 81
1284 1225 47
222 1386 74
945 329 71
195 1771 51
1629 840 7
270 1386 30
1245 1400 53
1077 357 53
606 1225 30
1071 532 39
1392 1106 5
1059 1176 61
1545 343 66
1395 399 68
501 196 60
627 1484 28
1782 1533 8
813 1568 14
1401 322 26
1500 1386 54
708 721 69
441 14 72
1806 1316 9
1389 490 72
1299 567 80
387 1813 49
1551 525 55
1428 1743 41
921 1708 2
1554 224 53
894 1400 60
921 805 56
1044 966 78
105 1078 59
747 126 45
651 609 72
1026 1302 14
1188 777 31
195 1232 8
657 1029 66
759 658 74
966 168 10
1251 1232 73
1125 546 23
1431 126 43
531 1 82
1812 1057 37
636 1274 46
405 231 53
1773 840 13
177 1729 8
36 861 35
1773 462 37
759 1680 13
1146 224 31
1668 1099 76
1542 119 68
1770 1015 21
90 350 60
1137 1085 73
153 1120 73
504 868 51
1011 882 41
1410 1057 81
231 280 14
228 1519 9
1674 168 44
1389 1316 49
846 161 72
1776 1561 44
1443 896 76
1290 1253 9
3 294 27
1248 1715 20
243 1260 22
996 1470 50
1137 1743 51
1824 35 69
282 49 12
516 259 43
1386 1148 81
258 1414 81
1611 1176 54
621 644 33
813 455 22
1059 1162 57
54 175 65
1272 1127 31
1035 1610 55
405 1631 23
1359 595 66
1239 392 53
870 1372 52
453 1435 56
1200 1463 82
942 455 14
585 301 82
1323 1078 34
660 357 18
51 1372 81
213 1750 63
1383 1379 64
1791 700 27
1779 1134 61
1167 427 49
990 476 69
1497 735 7
276 1414 36
1047 819 27
1302 980 59
1731 1302 58
873 847 34
762 147 57
1479 1050 24
1047 1477 81
303 539 54
918 1365 7
18 273 82
288 1085 59
729 63 47
1713 336 56
90 749 14
171 1106 79
1224 427 49
504 469 42
756 1778 65
735 357 63
543 1764 69
1383 203 80
1635 1785 51
210 525 40
1740 812 6
84 350 59
813 399 1
834 315 42
1767 1393 56
1638 1022 45
1257 896 34
1365 238 23
360 182 79
1167 1414 63
543 1820 61
627 161 3
1119 1085 24
48 959 40
855 1001 63
504 1358 64
1530 1050 82
1089 28 58
420 728 15
711 1204 68
93 1015 46
27 1554 77
1368 1232 64
1239 504 52
648 1092 30
132 784 74
1221 735 9
285 1449 22
1533 1393 72
264 294 81
870 1281 19
900 721 26
90 420 30
1494 1701 39
114 1211 10
1227 1470 25
336 798 5
1500 1302 50
201 749 26
1047 84 80
1515 371 54
1434 756 70
1239 70 23
1143 518 76
1314 434 41
507 1239 52
510 154 20
1281 1757 5
1335 210 46
462 322 24
1272 1379 65
1197 1001 7
981 1484 62
693 1127 53
234 665 28
1191 1281 1
621 777 74
54 1512 9
1770 651 78
321 77 51
546 1610 37
729 721 71
345 1498 34
1230 1596 34
1308 1533 10
1197 1491 75
657 1428 45
726 784 73
45 1134 67
1731 1029 65
72 126 78
774 1456 40
699 1694 81
1407 658 76
1542 238 61
1389 147 73
192 1323 60
1719 427 70
126 623 50
288 777 6
1383 21 59
1053 490 59
1209 980 40
789 553 79
603 812 8
438 21 62
1452 1575 60
1074 595 19
1362 882 34
1431 763 56
420 49 32
291 539 8
1347 707 13
309 1540 40
1776 336 59
807 98 70
309 1554 47
945 1365 80
1332 1064 1
147 924 53
255 1057 81
1776 1246 10
1032 497 66
99 1379 77
1818 1540 80
297 1148 17
1692 1183 67
1341 273 73
1407 189 42
1185 1050 43
759 784 10
1257 1785 57
1005 1624 7
1317 336 2
807 686 44
690 504 25
1620 42 33
981 1806 27
669 434 23
966 889 37
75 1512 50
1479 343 78
1122 140 28
1038 1372 74
24 1463 40
276 1519 41
1506 203 72
1773 917 31
927 917 62
315 28 16
1041 252 7
933 315 9
342 798 50
60 427 40
225 1638 65
492 1204 17
90 1722 65
576 1386 22
642 532 29
159 882 57
1275 1155 81
588 1456 33
447 1617 19
84 1421 54
363 1428 76
1335 497 56
1389 1337 65
1374 280 82
1227 182 48
1344 1330 13
1389 1638 55
459 140 80
381 1694 33
1104 945 11
1206 1316 41
657 1561 10
813 399 54
72 1449 15
522 1519 7
687 1197 7
816 1764 38
1380 532 4
390 1743 73
144 399 51
756 98 48
384 1456 43
825 854 43
1686 819 61
1380 931 82
963 140 76
834 287 59
1077 1736 17
1416 567 78
975 119 69
1770 917 25
681 1393 6
702 847 64
603 1561 18
1548 1344 6
1248 1729 33
390 1176 21
1458 686 48
975 721 17
1062 1372 26
147 1638 45
1260 1120 80
858 217 77
1275 1064 64
1716 1358 31
1347 686 76
447 1687 4
696 1519 62
1629 91 58
825 756 27
291 14 36
1083 805 8
960 1099 61
1257 322 68
498 1617 33
1530 686 54
1569 847 23
1230 1631 24
1788 1631 29
399 1379 14
636 1211 57
1755 861 38
828 791 54
1761 770 76
1785 238 46
921 91 4
669 798 59
819 1 73
723 651 2
576 1638 24
417 1568 34
765 84 70
960 210 54
726 1743 16
1821 1799 49
1359 1463 75
942 1400 46
1269 1239 77
1626 812 73
27 1239 68
813 1799 18
39 448 81
1725 770 75
990 1533 45
432 1603 2
126 1099 65
1776 1736 8
231 889 71
1554 1442 6
180 1155 61
1797 1127 52
1113 175 7
642 1099 8
891 1281 54
192 1743 66
402 1022 26
465 686 14
381 77 77
696 1253 17
1560 763 68
819 1442 53
924 161 61
915 1197 53
1167 1491 69
96 1568 51
585 945 58
87 1736 48
1005 1708 2
426 553 51
129 1589 2
768 833 12
1815 532 35
108 1351 57
978 504 44
1647 791 33
1137 315 31
63 1568 57
342 1617 47
1065 1288 63
723 448 56
1533 819 19
1749 252 73
270 651 43
615 84 43
1476 448 50
1383 931 58
1479 84 7
1464 1197 51
12 154 55
1545 525 71
1197 441 52
504 756 17
258 847 29
777 1204 45
417 532 10
438 301 14
1248 812 37
1821 168 11
1236 385 28
303 882 71
675 1652 14
276 511 3
81 889 78
429 749 14
555 1267 78
1461 1288 11
204 777 17
771 1624 46
375 1330 13
1071 1204 36
1272 1008 16
933 1442 68
1047 1701 25
405 1134 61
1356 896 13
1350 1015 63
1176 1659 11
1086 840 74
180 833 37
1188 1106 40
3 1246 36
1572 917 80
645 1785 75
1131 1757 39
1374 1589 25
426 539 57
114 98 24
1359 70 5
528 1316 74
1755 1764 64
1194 196 72
1356 1351 61
1206 525 55
1362 1715 72
111 392 2
864 1 9
903 945 51
1803 1617 78
885 630 65
960 1750 41
903 301 30
459 1141 62
1431 658 26
954 35 60
1722 1428 45
270 595 30
270 777 72
84 49 3
255 315 31
1596 1127 37
1749 1400 73
576 182 4
1335 588 5
1281 1260 32
1812 56 62
78 1323 20
372 854 15
735 679 6
774 1729 59
702 917 55
507 735 81
969 1491 21
51 826 10
780 1190 72
492 882 40
1593 1106 56
405 399 34
1617 1225 42
1602 749 55
1779 1652 71
942 105 51
600 1057 53
666 315 45
879 119 50
1362 224 67
1824 518 44
681 567 3
360 231 50
1581 455 76
252 1568 47
153 721 33
1470 357 45
1374 623 42
189 1078 27
1227 455 81
1671 1603 78
231 1631 10
1050 1617 12
1206 602 20
252 1785 8
501 1568 7
1089 1351 69
1614 693 34
138 1281 50
1755 1330 75
666 1106 33
201 483 54
513 1568 53
441 343 71
363 1092 9
1002 1792 69
1788 560 23
141 616 18
1617 1512 55
774 1274 45
1239 420 38
474 567 10
15 1652 48
1656 1610 40
1758 483 14
1218 1771 67
435 756 24
1323 994 46
1047 1092 55
360 812 15
1209 1134 78
1665 581 60
1479 1316 54
1686 1323 57
1350 126 35
1362 1561 65
543 490 58
246 266 14
1152 28 62
1218 322 34
990 1498 55
1422 1407 28
549 1582 29
1014 1071 15
300 196 45
288 770 11
390 91 21
216 238 37
1113 1114 69
1737 567 23
1260 210 2
525 1218 21
150 1302 73
1554 322 64
1032 805 51
459 1141 29
1353 462 37
411 700 78
696 336 39
3 1022 5
1665 1260 47
1578 1281 7
1680 336 48
957 1687 47
876 245 21
1701 1323 81
1737 1442 55
270 266 81
918 385 19
1656 574 8
480 889 78
984 917 54
1734 217 16
1356 1239 23
1743 273 12
591 896 38
1599 1281 42
1374 602 73
804 539 21
804 1127 55
90 665 11
627 238 82
1677 1330 77
1014 154 10
1215 539 13
1734 637 64
318 371 32
909 98 12
165 210 49
1476 952 32
1476 784 14
285 854 2
711 1729 59
1611 392 77
753 714 38
750 147 18
552 973 9
1146 1197 4
270 1 14
645 1393 49
51 1099 21
1341 1792 80
330 1365 50
285 1302 49
1440 819 81
1572 210 23
1605 1267 20
1233 1155 81
1236 1043 30
873 1057 80
846 70 76
888 1134 15
591 917 73
102 119 1
1314 70 46
756 1036 50
1494 1659 71
1392 406 62
1539 1351 80
246 840 66
1326 1617 11
1641 1456 21
999 1337 10
27 49 49
1242 1645 8
477 581 54
645 1582 77
825 392 21
1440 665 63
768 994 52
1158 973 62
75 1582 63
1800 1736 36
1707 1666 4
663 714 23
534 595 41
1674 938 52
78 777 82
1245 756 51
1026 371 3
1575 133 40
1074 1533 57
567 1386 9
1821 1099 46
486 609 36
339 1183 50
717 1428 60
1509 1519 38
1314 1799 68
1689 1659 74
804 826 41
1551 322 82
1371 245 71
1431 917 68
1137 623 1
1197 105 61
1215 1456 2
615 469 48
834 1295 29
27 343 63
1722 1484 36
852 756 45
429 574 59
876 854 9
1032 91 66
1374 189 43
1191 189 73
42 728 1
1398 1106 18
1683 1190 45
27 1218 73
90 469 52
969 1442 17
336 476 55
1509 462 61
411 1001 55
288 1239 60
672 1778 33
1398 196 77
240 1393 15
1326 1617 54
1107 1582 3
1620 784 51
1725 336 15
1689 1218 78
468 350 3
678 1078 73
150 1309 65
162 1498 2
399 1358 54
1506 1379 77
435 1218 43
1014 154 6
930 791 4
645 924 17
723 1456 78
1542 1533 17
1530 1449 10
1524 1645 21
1695 1547 57
1008 126 6
1308 539 9
345 1036 45
252 819 82
1335 490 15
645 406 24
57 1589 66
75 1155 53
1560 1127 56
1359 1715 40
429 1106 5
1431 1638 28
1749 1463 56
1713 854 38
1719 735 9
1284 1400 3
1302 63 22
801 1197 24
1482 1498 6
1152 1393 75
1221 1561 80
1818 1337 67
1641 1176 35
1410 994 31
1191 245 79
27 224 74
1476 861 78
576 1638 49
978 1176 1
111 1491 45
1746 1673 61
1578 1169 69
1377 1764 45
144 1204 6
1125 1246 49
1380 1386 25
684 1386 1
543 679 33
525 504 30
345 203 74
1671 679 60
1725 35 43
798 973 71
885 1715 37
1107 1162 12
729 140 33
942 602 45
45 98 37
576 1484 33
1365 1295 21
1218 693 41
159 1687 55
1797 1778 81
1794 546 76
1605 987 26
1272 196 32
318 105 32
450 1449 63
375 28 26
1218 266 35
816 1134 68
168 1 81
1455 1673 34
837 1540 60
201 749 6
603 105 38
1521 399 7
867 1666 44
1296 840 80
756 854 70
1689 490 16
54 777 81
1695 56 5
768 1092 33
51 420 37
1536 833 7
1767 623 72
1215 21 52
855 1484 8
12 875 49
1122 1575 13
1314 1337 38
1353 1064 8
699 1659 54
207 294 74
480 28 76
852 1526 55
618 728 23
207 385 24
921 1232 55
1374 1281 53
765 980 21
1617 1148 54
1071 805 24
147 1652 67
1701 1505 69
1752 189 74
303 1372 63
447 112 1
1452 1246 60
1707 1099 11
627 329 82
1029 1323 37
414 777 74
1206 1071 65
825 770 74
1209 518 78
615 406 49
612 1274 76
576 651 46
1287 1645 46
264 392 34
1755 343 41
1593 476 7
1371 1351 79
24 868 11
672 1652 54
168 1820 9
1371 1246 59
1791 553 37
936 1057 82
660 1456 32
1149 1211 26
897 35 52
138 462 30
279 847 52
1299 175 9
1071 420 72
1599 1701 38
777 336 22
1569 1365 69
1425 1120 19
1203 882 16
1641 966 21
432 952 37
1347 875 14
153 364 54
1077 630 22
1614 1267 39
657 686 78
93 581 15
465 1043 63
1626 168 34
432 938 54
1473 987 67
330 700 80
1134 1554 36
924 280 12
1254 1561 18
900 1309 72
1779 1246 54
1821 1820 23
600 525 9
444 1190 12
1746 1232 43
1644 1176 19
1164 1645 26
366 343 15
1419 1071 20
822 1659 26
252 882 25
18 1386 14
1815 679 5
1743 980 43
849 189 17
1497 1246 37
1020 1365 31
12 469 35
21 1183 16
390 1505 74
813 35 33
1044 714 43
1641 1141 4
297 1421 13
156 749 30
699 266 51
810 1435 53
1056 1421 22
1707 581 31
297 1386 4
1647 1694 49
1497 1057 76
1269 966 42
1119 1155 33
